about,authors,dateowned,gender,owner,shelfmark,texts
Breviaire a l'usaige de Romme,,14??-1419,Male,"Henry Goethals, doyen of Liege",NE 313,Breviaire
Breviaire a l'usaige de Romme,,1419-1422,Female,"Michelle of Valois, duchess of Burgundy",NE 313,Breviaire
Breviaire a l'usaige de Romme,,1419,Male,Philip the Good,NE 313,Breviaire
Quinte Curse Ruffe: Des Fais du grant Alexandre (Lucena),"Quintus Curtius Rufus,Plutarch,Garin of Verona",1470-1477?,Male,Charles the Bold,BnF fr. 22547,Quinte Curse Ruffe des fais du grant Alexandre (Lucena)
Quinte Curse Ruffe: Des Fais du grant Alexandre (Lucena),"Quintus Curtius Rufus,Plutarch,Garin of Verona",1468,Female,"Isabella of Portugal, duchess of Burgundy",BnF fr. 22547,Quinte Curse Ruffe des fais du grant Alexandre (Lucena)
ABCs,,1408-1414,Female,Catherine of Burgundy (d. 1414),NE 233,ABCD des psaumes
ABCs,,1408,Male,John the Fearless,NE 233,ABCD des psaumes
Sept saumes,Anonymous,1408-1414,Female,Catherine of Burgundy (d. 1414),NE 426,Sept pseaulmes penitenciaux
Sept saumes,Anonymous,1408,Male,John the Fearless,NE 426,Sept pseaulmes penitenciaux
ABCs,,1408-1412,Female,Joan of Burgundy (d. 1412),NE 442,ABCD des psaumes
ABCs,,1408,Male,John the Fearless,NE 442,ABCD des psaumes
Sept saumes,Anonymous,1408-1412,Female,Joan of Burgundy (d. 1412),NE 626,Sept pseaulmes penitenciaux
Sept saumes,Anonymous,1408,Male,John the Fearless,NE 626,Sept pseaulmes penitenciaux
Messel,,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 627,Missel
Antiphonier,,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 628,Antiphonaire
Gradual,,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 629,Gradual
Livret de prosez,,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 630,Unspecified religious texts
Livre d'oroisons (Latin and French),,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 631,Book of Prayers
De la proprieté d'aucunes pierres,,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 632,Lapidaire
Grant breviaire,,March 1405-1419,Male,John the Fearless,NE 633,Breviaire
Grant breviaire,,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 633,Breviaire
Petit breviaire,,March 1405-1419,Male,John the Fearless,NE 634,Breviaire
Petit breviaire,,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 634,Breviaire
"Calendrier, ymaiges de Nostre Seigneur, Nostre Dame et de pluiseurs sains et saintes sans escripture",Anonymous,March 1405-1419,Male,John the Fearless,NE 635,Calendrier
"Calendrier, ymaiges de Nostre Seigneur, Nostre Dame et de pluiseurs sains et saintes sans escripture",Anonymous,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 635,Calendrier
Pluiseurs messes,Anonymous,March 1405-1419,Male,John the Fearless,NE 636,Messes votives
Pluiseurs messes,Anonymous,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 636,Messes votives
Psautier,,March 1405-1419,Male,John the Fearless,NE 637,Psautier
Psautier,,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 637,Psautier
Unes grandes heures,Anonymous,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 638,Livre d'heures
Unes aultres grandes heures,Anonymous,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 639,Livre d'heures
Unes aultres heures,Anonymous,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 640,Livre d'heures
Une autre heure,Anonymous,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 642,Livre d'heures
Unes aultres heures,Anonymous,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 643,Livre d'heures
Petites heures,Anonymous,140?-1407?,Female,"Jeanne of Luxembourg, countess of Rethel",NE 645,Livre d'heures
Petites heures,Anonymous,?-140?,Female,"Margaret of Flanders, duchess of Burgundy",NE 645,Livre d'heures
Petites heures,Anonymous,March 1405-1419,Male,John the Fearless,NE 644,Livre d'heures
Petites heures,Anonymous,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 644,Livre d'heures
Unes grandes heures,Anonymous,March 1405-1419,Male,John the Fearless,NE 646,Livre d'heures
Unes grandes heures,Anonymous,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 646,Livre d'heures
Unes aultres petites heures,Anonymous,March 1405-1419,Male,John the Fearless,NE 647,Livre d'heures
Unes aultres petites heures,Anonymous,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 647,Livre d'heures
Unes aultres petites heures,Anonymous,March 1405-1419,Male,John the Fearless,NE 648,Livre d'heures
Unes aultres petites heures,Anonymous,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 648,Livre d'heures
Unes aultres petites heures,Anonymous,March 1405-1419,Male,John the Fearless,NE 649,Livre d'heures
Unes aultres petites heures,Anonymous,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 649,Livre d'heures
I petit livret de II euvangiles et les heures de la croix,"Anonymous,Anonymous",March 1405-1419,Male,John the Fearless,NE 650,"Livre d'heures,Les Euvangiles"
I petit livret de II euvangiles et les heures de la croix,"Anonymous,Anonymous",?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 650,"Livre d'heures,Les Euvangiles"
I petit livret de plusieurs orisons en latin et en françois,,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 651,Book of Prayers
De la moralité des nobles hommes; Sur le jeu des eschiés,"Jacques de Cessoles,",March 1405-1419,Male,John the Fearless,NE 652,"Livre des échecs,De la moralité des nobles hommes"
De la moralité des nobles hommes; Sur le jeu des eschiés,"Jacques de Cessoles,",?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 652,"Livre des échecs,De la moralité des nobles hommes"
Plusieurs orisons en roumant,,March 1405-1419,Male,John the Fearless,NE 653,Book of Prayers
Plusieurs orisons en roumant,,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 653,Book of Prayers
I aultre livre de pluiseurs orisons en roumant,,March 1405-1419,Male,John the Fearless,NE 654,Book of Prayers
I aultre livre de pluiseurs orisons en roumant,,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 654,Book of Prayers
I aultre livret de orisons en romant,,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 655,Book of Prayers
I aultre livret a plusieurs orisons,,March 1405-1419,Male,John the Fearless,NE 656,Book of Prayers
I aultre livret a plusieurs orisons,,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 656,Book of Prayers
Unes heures ou sont plusieurs orisons en flameng,,March 1405-1419,Male,John the Fearless,NE 657,Book of Prayers
Unes heures ou sont plusieurs orisons en flameng,,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 657,Book of Prayers
Unes heures,Anonymous,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 659,Livre d'heures
I aultre petit livre d'orisons en franchoys,,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 660,Book of Prayers
Plusieurs roles d'orisons,,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 661,Book of Prayers
I petit livre [...] de medecine,,March 1405-1419,Male,John the Fearless,NE 662,Ung livre de medecine
I petit livre [...] de medecine,,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 662,Ung livre de medecine
L'Advocacie Nostre Dame (aka Le Livre de Jehan de Jus),Anonymous,March 1405-1419,Male,John the Fearless,NE 663,L'Advocacie Nostre Dame (aka Le Livre Jehan de Jus)
L'Advocacie Nostre Dame (aka Le Livre de Jehan de Jus),Anonymous,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 663,L'Advocacie Nostre Dame (aka Le Livre Jehan de Jus)
L'Advocacie Nostre Dame (aka Le Livre de Jehan de Jus),Anonymous,1419-1467,Male,Philip the Good,NE 663,L'Advocacie Nostre Dame (aka Le Livre Jehan de Jus)
Fabliaus,,March 1405-1419,Male,John the Fearless,NE 664,Unspecified French poems
Fabliaus,,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 664,Unspecified French poems
I livre de la foy et d'aultres coses,,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 665,Unspecified religious texts
Le roumant de Sidrac,Anonymous,March 1405-1419,Male,John the Fearless,NE 666 (possibly KBR MS 11113),Livre de Sydrac
Le roumant de Sidrac,Anonymous,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 666 (possibly KBR MS 11113),Livre de Sydrac
Balades et virelays,,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 667,Unspecified French poems
Du castelain de Couchy,Jakemes,March 1405-1419,Male,John the Fearless,NE 668,Chatelain de Coucy et la dame de Fayel
Du castelain de Couchy,Jakemes,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 668,Chatelain de Coucy et la dame de Fayel
"I livre de Sebile, d'Ayeul et de Helie","Anonymous,,Anonymous",March 1405-1419,Male,John the Fearless,NE 669 (Possibly BnF fr. 25516),"Elie de Saint Gilles,Aiol (aka D'Aiol et de Mirabel sa feme),Livre de Sebile"
"I livre de Sebile, d'Ayeul et de Helie","Anonymous,,Anonymous",?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 669 (Possibly BnF fr. 25516),"Elie de Saint Gilles,Aiol (aka D'Aiol et de Mirabel sa feme),Livre de Sebile"
De medecine,,March 1405-1419,Male,John the Fearless,NE 670,Ung livre de medecine
De medecine,,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 670,Ung livre de medecine
Histoires du saint Greal,Gautier Map,March 1405-1419,Male,John the Fearless,NE 671,Le saint Graal
Histoires du saint Greal,Gautier Map,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 671,Le saint Graal
L'histoire de Troyez,,March 1405-1419,Male,John the Fearless,NE 672,Histoire de Troy (unidentified)
L'histoire de Troyez,,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 672,Histoire de Troy (unidentified)
De veu du pan,Jacques de Longuyon,March 1405-1419,Male,John the Fearless,NE 673,Voeux du Paon
De veu du pan,Jacques de Longuyon,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 673,Voeux du Paon
Livre de Salhadin et de la prise de Constantinoble,"Anonymous,Anonymous,Anonymous,Geoffroi de Villehardouin,Henri de Valenciennes,Anonymous of Béthune",March 1405-1419,Male,John the Fearless,BnF fr. 12203,"Chronique des comtes de Flandres, 792-1165,Fille du Comte de Pontieu,Estoire d'Outremer et de la naissance Salehadin,Conqueste de Constantinople,Histoire de l'empereur Henri de Constantinople,Histoire des ducs de Normandie et des rois d'Angleterre"
Livre de Salhadin et de la prise de Constantinoble,"Anonymous,Anonymous,Anonymous,Geoffroi de Villehardouin,Henri de Valenciennes,Anonymous of Béthune",?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",BnF fr. 12203,"Chronique des comtes de Flandres, 792-1165,Fille du Comte de Pontieu,Estoire d'Outremer et de la naissance Salehadin,Conqueste de Constantinople,Histoire de l'empereur Henri de Constantinople,Histoire des ducs de Normandie et des rois d'Angleterre"
Pelerinaige de vie humaine,Guillaume de Digulleville,March 1405-1419,Male,John the Fearless,NE 674,"Pèlerinage de vie humaine, 2nd redaction"
Pelerinaige de vie humaine,Guillaume de Digulleville,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 674,"Pèlerinage de vie humaine, 2nd redaction"
Du roy Arthus et de Lanselot du lac,"Gautier Map,Chrétien de Troyes",?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 675,"La Mort d'Artus,Lancelot, ou le Chevalier de la charrette (verse)"
Du gouvernement des princes,Anonymous,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 676,Livre de l'information des princes (trans. Golein)
Des vies des anchiens peres et des philosophes,,March 1405-1419,Male,John the Fearless,NE 677,Vie des Peres
Des vies des anchiens peres et des philosophes,,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 677,Vie des Peres
Le roumant de la rose,"Guillaume de Lorris,Jean de Meun",March 1405-1419,Male,John the Fearless,NE 678 (possibly KBR MS 9576),"Le Roman de la Rose (Guillaume de Lorris),Le Roman de la Rose (Jean de Meun)"
Le roumant de la rose,"Guillaume de Lorris,Jean de Meun",?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 678 (possibly KBR MS 9576),"Le Roman de la Rose (Guillaume de Lorris),Le Roman de la Rose (Jean de Meun)"
Les euvangiles,Anonymous,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 679,Les Euvangiles
Le livre de Renclus de Moiliens,Reclus de Molliens,March 1405-1419,Male,John the Fearless,NE 680,Unspecified Reclus de Molliens
Le livre de Renclus de Moiliens,Reclus de Molliens,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 680,Unspecified Reclus de Molliens
Livre du baril et d'aultres plusieurs choses,",Anonymous",March 1405-1419,Male,John the Fearless,NE 681,"Vie des Peres,Livre du Baril"
Livre du baril et d'aultres plusieurs choses,",Anonymous",?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 681,"Vie des Peres,Livre du Baril"
Livre du baril et d'aultres plusieurs choses,",Anonymous",1419-1467,Male,Philip the Good,NE 681,"Vie des Peres,Livre du Baril"
Roumant Renart,Anonymous,March 1405-1419,Male,John the Fearless,NE 682,Le Roman de Renart
Roumant Renart,Anonymous,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 682,Le Roman de Renart
Conqueste de Constantinople; Histoire de l'empereur Henri de Constantinople,"Geoffroi de Villehardouin,Henri de Valenciennes",March 1405-1419,Male,John the Fearless,BnF fr. 15100,"Conqueste de Constantinople,Histoire de l'empereur Henri de Constantinople"
Conqueste de Constantinople; Histoire de l'empereur Henri de Constantinople,"Geoffroi de Villehardouin,Henri de Valenciennes",?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",BnF fr. 15100,"Conqueste de Constantinople,Histoire de l'empereur Henri de Constantinople"
Conqueste de Constantinople; Histoire de l'empereur Henri de Constantinople,"Geoffroi de Villehardouin,Henri de Valenciennes",1419-1467,Male,Philip the Good,BnF fr. 15100,"Conqueste de Constantinople,Histoire de l'empereur Henri de Constantinople"
Livre des cent balades,Christine de Pizan,March 1405-1419,Male,John the Fearless,NE 683,Cent balades (de Christine de Pizan)
Livre des cent balades,Christine de Pizan,13??-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 683,Cent balades (de Christine de Pizan)
Petit livret du psautier saint Jerome abregié,Anonymous,March 1405-1419,Male,John the Fearless,NE 658,Psautier de saint Jérôme: Verba mea auribus
Petit livret du psautier saint Jerome abregié,Anonymous,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 658,Psautier de saint Jérôme: Verba mea auribus
Unes aultres heures,Anonymous,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 641,Livre d'heures
Complainte Nostre Dame et d'aultres coses,",",March 1405-1419,Male,John the Fearless,NE 684,"Unspecified,Complainte Nostre Dame"
Complainte Nostre Dame et d'aultres coses,",",?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 684,"Unspecified,Complainte Nostre Dame"
Bestiaire,,March 1405-1419,Male,John the Fearless,NE 685,Bestiaire
Bestiaire,,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 685,Bestiaire
Des veux du pavon,Jacques de Longuyon,March 1405-1419,Male,John the Fearless,NE 686,Voeux du Paon
Des veux du pavon,Jacques de Longuyon,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 686,Voeux du Paon
De Ruth et de Thobye et d'autres coses,",",March 1405-1419,Male,John the Fearless,NE 687,"Unspecified,Le Livre de Ruth et de Thobye"
De Ruth et de Thobye et d'autres coses,",",13??-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 687,"Unspecified,Le Livre de Ruth et de Thobye"
Lanselot du lac,Anonymous,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 688,Lancelot du Lac (aka Lancelot en prose)
I livre de Machaut (the Voir dit?),Guillaume de Machaut,March 1405-1419,Male,John the Fearless,NE 689,Unspecified Machaut
I livre de Machaut (the Voir dit?),Guillaume de Machaut,13??-1369?,Male,Louis de Male,NE 689,Unspecified Machaut
I livre de Machaut (the Voir dit?),Guillaume de Machaut,1369?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 689,Unspecified Machaut
Le Roumant d'Ogier,,March 1405-1419,Male,John the Fearless,NE 690,Ogier le Danois
Le Roumant d'Ogier,,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 690,Ogier le Danois
La Vie saint Gregoire pape,,March 1405-1419,Male,John the Fearless,NE 691,La Vie saint Gregoire pape
La Vie saint Gregoire pape,,?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 691,La Vie saint Gregoire pape
Le Roumant de Basin et d'un boucher d'Abbeville,"Eustache d'Amiens,Anonymous",March 1405-1419,Male,John the Fearless,NE 692,"Le Boucher d'Abbeville,Roumant de Basin"
Le Roumant de Basin et d'un boucher d'Abbeville,"Eustache d'Amiens,Anonymous",?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",NE 692,"Le Boucher d'Abbeville,Roumant de Basin"
Des Enseignementz des philosophes,"Guillaume de Conches,Anonymous",March 1405-1419,Male,John the Fearless,KBR MS 11220-21,"Livre de moralités,Proverbes de Salemon"
Des Enseignementz des philosophes,"Guillaume de Conches,Anonymous",?-March 1405,Female,"Margaret of Flanders, duchess of Burgundy",KBR MS 11220-21,"Livre de moralités,Proverbes de Salemon"
Missel,,post-1385?-1435?,Female,"Isabel of Bavaria, queen of France",NE 160,Missel
"""Beatus vir""; heures","Anonymous,",13??-1380,Male,Charles V of France,NE 161,"Livre d'heures,Unspecified religious texts"
"""Beatus vir""; heures","Anonymous,",1380-9 January 1388,Male,Charles VI of France,NE 161,"Livre d'heures,Unspecified religious texts"
"""Beatus vir""; heures","Anonymous,",9 January 1388-1435?,Female,"Isabel of Bavaria, queen of France",NE 161,"Livre d'heures,Unspecified religious texts"
Les gestes du roi Peppin et de sa femme Berthe au grant pié et les gestes de Charlemaine,",Adenet le Roi",13??-1380,Male,Charles V of France,NE 165,"Le Livre du roy Charlemaine,Berthe aux grands pieds"
Les gestes du roi Peppin et de sa femme Berthe au grant pié et les gestes de Charlemaine,",Adenet le Roi",1380-29 August 1390,Male,Charles VI of France,NE 165,"Le Livre du roy Charlemaine,Berthe aux grands pieds"
